Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price,Brand,Model,Region
2014,48000,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.5,Jaguar,XF,North
2011,55000,Diesel,Automatic,First,10.2,4367,308.0,7.0,67.0,Land,Rover,South
2017,4000,Petrol,Automatic,First,16.0,1368,160.0,5.0,17.75,Jeep,Compass,West
2010,94000,Petrol,Automatic,Second,10.1,2354,152.0,5.0,4.8,Honda,CR-V,North
2013,61110,Petrol,Manual,First,18.6,1197,85.8,5.0,4.57,Maruti,Swift,South
2016,80000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.5,Hyundai,Xcent,South
2015,43190,Diesel,Manual,First,19.01,1461,108.5,5.0,7.61,Nissan,Terrano,South
2015,45000,Diesel,Automatic,First,18.25,1968,187.74,5.0,25.0,Audi,A4,South
2016,44178,Petrol,Manual,First,18.9,1197,82.0,5.0,5.88,Hyundai,Grand,South
2015,84415,Diesel,Manual,First,12.99,2494,100.6,8.0,13.5,Toyota,Innova,South
2015,35000,Petrol,Manual,First,18.5,1197,80.0,5.0,4.6,Hyundai,i20,East
2013,44000,Diesel,Manual,First,22.77,1498,98.59,5.0,4.9,Ford,EcoSport,East
2012,67635,Petrol,Manual,First,17.0,1497,118.0,5.0,5.25,Honda,City,South
2018,18385,Petrol,Automatic,First,14.8,1497,121.36,5.0,12.41,Ford,EcoSport,South
2014,35000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.8,Volkswagen,Polo,East
2010,49000,Diesel,Automatic,First,19.27,2143,170.0,5.0,8.95,Mercedes-Benz,New,West
2013,69000,Diesel,Manual,First,22.7,1498,89.84,5.0,7.2,Ford,Ecosport,South
2017,23228,Petrol,Manual,First,14.4,1396,65.0,5.0,4.5,Tata,Indigo,South
2014,68462,Diesel,Manual,First,26.59,1248,74.0,5.0,4.15,Maruti,Swift,North
2016,74611,Diesel,Manual,First,25.1,1248,88.5,5.0,7.94,Maruti,S-Cross,South
2014,90000,Diesel,Manual,First,19.01,1461,108.45,5.0,7.25,Renault,Duster,West
2016,22000,Petrol,Manual,First,18.9,998,67.1,5.0,3.7,Maruti,WagonR,North
2010,58163,Petrol,Manual,First,0.0,1086,62.0,5.0,2.45,Hyundai,Santro,South
2011,109500,Diesel,Manual,Third,25.44,936,57.6,5.0,1.5,Chevrolet,Beat,South
2017,13363,Diesel,Manual,First,16.0,1997,140.0,7.0,12.0,Mahindra,XUV500,North
2012,51000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.2,Hyundai,i10,North
2007,103000,Diesel,Manual,First,13.93,2179,138.0,7.0,3.6,Tata,New,South
2009,43002,Petrol,Manual,First,20.36,1197,78.9,5.0,1.92,Hyundai,i10,East
2016,108000,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.5,Toyota,Innova,South
2010,82407,Diesel,Manual,First,17.5,1896,106.0,5.0,4.25,Skoda,Laura,North
2013,29000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.2,Hyundai,Grand,East
2014,45000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.85,Maruti,Swift,East
2010,93401,Diesel,Manual,First,23.0,1396,90.0,5.0,3.48,Hyundai,i20,South
2017,95802,Diesel,Manual,Second,25.83,1498,99.0,5.0,4.55,Ford,Figo,South
2016,130000,Diesel,Manual,First,25.47,1248,88.5,7.0,7.0,Maruti,Ertiga,West
2013,67443,Diesel,Manual,First,20.77,1248,88.8,7.0,5.75,Maruti,Ertiga,West
2016,47681,Petrol,Automatic,First,16.8,1497,116.3,5.0,8.73,Honda,City,South
2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.7,Maruti,Alto,South
2016,68000,Diesel,Automatic,First,10.91,3198,197.0,7.0,29.5,Ford,Endeavour,South
2019,34688,Diesel,Manual,First,24.3,1248,88.5,5.0,10.49,Maruti,Vitara,South
2015,10512,Petrol,Automatic,First,8.6,2706,265.0,2.0,64.0,Porsche,Boxster,East
2016,58000,Diesel,Manual,First,22.9,1248,74.0,5.0,7.55,Maruti,Swift,West
2014,40000,Petrol,Manual,First,17.57,1193,88.7,5.0,3.95,Tata,Zest,West
2010,61000,Petrol,Manual,Fourth & Above,17.0,1197,80.0,5.0,3.25,Hyundai,i20,South
2009,86000,Diesel,Manual,First,19.4,1422,70.0,5.0,2.75,Skoda,Fabia,West
2015,45000,Diesel,Manual,First,21.43,1364,87.2,5.0,7.35,Toyota,Corolla,East
2017,55000,Petrol,Manual,First,17.0,1198,73.75,5.0,4.7,Volkswagen,Ameo,West
2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5.0,8.77,Hyundai,Creta,South
2013,46821,Petrol,Manual,First,20.36,1197,78.9,5.0,3.42,Hyundai,i10,South
2015,120000,Petrol,Manual,First,18.6,1199,76.8,5.0,2.5,Chevrolet,Beat,East
2012,29000,Diesel,Automatic,First,14.74,2993,270.9,5.0,20.0,Jaguar,XF,East
2014,40000,Petrol,Manual,First,13.24,1598,102.5,5.0,5.25,Nissan,Terrano,West
2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5.0,14.5,Audi,Q3,North
2011,64984,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.45,Hyundai,i10,West
2015,73204,Petrol,Automatic,First,24.07,998,67.1,5.0,3.3,Maruti,Alto,West
2014,50000,Diesel,Automatic,First,11.33,4134,335.2,7.0,51.0,Audi,Q7,South
2017,35000,Diesel,Manual,First,24.3,1248,88.5,5.0,6.5,Maruti,Vitara,East
2013,17729,Petrol,Manual,First,21.1,814,55.2,5.0,3.65,Hyundai,EON,South
2012,97000,Diesel,Manual,First,20.0,1497,115.0,5.0,7.25,Mahindra,XUV300,South
2014,89614,Diesel,Manual,First,22.0,1582,126.2,5.0,6.01,Hyundai,Verna,South
2015,14000,Petrol,Manual,First,18.9,998,67.1,5.0,2.8,Maruti,WagonR,East
2012,50000,Petrol,Manual,First,17.0,1197,80.0,5.0,4.0,Hyundai,i20,South
2014,62505,Petrol,Manual,First,17.4,1497,117.3,5.0,5.95,Honda,City,North
2011,248000,Diesel,Manual,Second,12.8,2494,102.0,7.0,9.2,Toyota,Innova,South
2012,94900,Diesel,Manual,First,16.8,1493,110.0,5.0,5.35,Hyundai,Verna,West
2017,55000,Diesel,Manual,First,17.6,2179,153.86,7.0,12.0,Tata,Hexa,North
2015,53735,Diesel,Automatic,Second,12.07,2967,241.4,7.0,38.94,Audi,Q7,South
2008,53934,Petrol,Manual,Second,18.9,998,67.1,5.0,2.69,Maruti,WagonR,South
2013,58500,Diesel,Automatic,Second,17.09,1995,218.0,5.0,27.5,BMW,5,South
2014,48000,Petrol,Manual,First,18.0,1198,86.7,5.0,2.75,Honda,Amaze,East
2016,24000,Petrol,Manual,First,24.7,796,47.3,5.0,2.8,Maruti,Alto,West
2016,52001,Petrol,Manual,First,17.01,1591,121.3,5.0,6.45,Hyundai,Verna,West
2018,9565,Petrol,Manual,First,23.84,1199,84.0,5.0,5.88,Tata,Tiago,South
2013,32953,Petrol,Manual,First,18.6,1197,85.8,5.0,4.65,Maruti,Swift,West
2014,18000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai,EON,North
2018,20446,Petrol,Automatic,First,12.6,1950,191.34,5.0,51.35,Mercedes-Benz,E-Class,South
2016,33016,Diesel,Manual,First,22.54,1396,88.73,5.0,6.85,Hyundai,i20,South
2012,48000,Diesel,Manual,First,23.59,1364,67.05,5.0,5.25,Toyota,Etios,South
2014,72022,Diesel,Manual,First,21.43,1364,87.2,5.0,9.23,Toyota,Corolla,South
2014,34000,Diesel,Automatic,First,20.7,1496,113.98,5.0,22.0,Mini,Cooper,West
2014,69000,Diesel,Manual,First,20.14,1498,88.8,5.0,5.19,Volkswagen,Polo,South
2009,108000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4.35,Skoda,Superb,West
2013,34700,Diesel,Automatic,First,10.0,2148,170.0,5.0,24.5,Mercedes-Benz,E-Class,South
2015,79000,Diesel,Manual,First,17.8,1248,75.0,5.0,5.75,Maruti,Swift,West
2016,58197,Petrol,Automatic,First,18.0,1497,117.3,5.0,9.19,Honda,City,South
2008,66000,Petrol,Automatic,Second,8.45,2979,321.0,5.0,10.75,BMW,7,West
2009,60000,Petrol,Automatic,First,19.2,1197,80.0,5.0,2.99,Hyundai,i10,South
2014,57000,Diesel,Manual,First,26.59,1248,74.0,5.0,3.89,Maruti,Swift,East
2018,45555,Diesel,Manual,First,26.0,1498,98.6,5.0,11.73,Honda,City,South
2016,55137,Petrol,Manual,First,14.0,796,35.0,5.0,3.11,Maruti,Omni,South
2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5.0,14.45,Skoda,Superb,North
2018,38000,Diesel,Manual,First,24.52,1248,88.5,7.0,8.7,Maruti,Ertiga,West
2016,57738,Diesel,Manual,First,24.0,1120,70.0,5.0,5.04,Hyundai,Grand,South
2017,38282,Diesel,Manual,First,28.09,1248,88.5,5.0,8.5,Maruti,Ciaz,North
2014,64000,Diesel,Automatic,First,19.27,2143,170.0,5.0,15.65,Mercedes-Benz,New,North
2015,32000,Diesel,Manual,First,20.5,1248,91.72,5.0,5.65,Fiat,Avventura,West
2010,83000,Petrol,Automatic,First,10.93,2497,204.0,5.0,16.5,Mercedes-Benz,E-Class,South
2011,76000,CNG,Manual,First,36.82,998,67.1,5.0,2.0,Maruti,Zen,West
2012,67200,Petrol,Manual,First,15.04,1598,103.6,5.0,3.9,Volkswagen,Vento,West
2013,62655,Diesel,Automatic,First,18.88,1995,184.0,5.0,14.5,BMW,3,North
2015,16900,Diesel,Automatic,First,14.69,2993,258.0,5.0,44.0,BMW,5,South
2017,8471,Petrol,Manual,First,18.9,1197,81.86,5.0,5.0,Hyundai,Grand,North
2016,69000,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.75,Toyota,Innova,South
2017,30090,Diesel,Automatic,First,19.6,1461,108.45,5.0,11.44,Renault,Duster,South
2011,120000,Diesel,Manual,First,18.0,1248,75.0,5.0,1.75,Tata,Indica,South
2016,35939,Petrol,Manual,First,12.3,1796,185.0,5.0,30.42,Mercedes-Benz,E-Class,South
2013,116694,Diesel,Manual,First,15.1,2179,140.0,7.0,9.57,Mahindra,XUV500,South
2016,40448,Diesel,Manual,First,15.96,2523,62.1,7.0,3.5,Mahindra,Bolero,West
2018,64456,Diesel,Manual,First,24.3,1248,88.5,5.0,10.46,Maruti,Vitara,South
2014,52782,Diesel,Manual,First,20.5,1248,91.72,5.0,4.85,Fiat,Avventura,West
2016,51672,Petrol,Manual,First,19.5,1199,88.76,5.0,5.68,Honda,Amaze,South
2015,56073,Petrol,Automatic,First,13.7,1798,157.75,5.0,13.25,Skoda,Superb,West
2011,65000,Diesel,Automatic,First,14.74,2993,270.9,5.0,16.0,Jaguar,XF,South
2013,79000,Petrol,Manual,First,18.9,998,67.1,5.0,3.0,Maruti,WagonR,South
2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5.0,5.0,Toyota,Corolla,West
2016,42000,Petrol,Manual,First,16.1,1197,85.0,5.0,4.75,Maruti,Swift,North
2014,62000,Petrol,Manual,First,16.47,1198,74.0,5.0,5.35,Volkswagen,Polo,South
2017,20000,Petrol,Manual,First,18.9,1197,81.86,5.0,5.98,Hyundai,Grand,South
2011,80000,Diesel,Manual,Third,21.5,1248,88.8,5.0,3.5,Maruti,SX4,South
2018,50234,Petrol,Manual,First,18.9,1197,81.86,5.0,4.77,Hyundai,Grand,South
2016,50003,Petrol,Manual,First,21.4,1197,83.1,5.0,5.45,Maruti,Baleno,North
2018,1000,Petrol,Automatic,First,20.3,1199,84.0,5.0,6.85,Tata,Tigor,West
2016,54897,Diesel,Automatic,First,26.59,1248,74.0,5.0,7.3,Maruti,Swift,North
2007,108995,Petrol,Manual,First,15.3,1193,65.3,5.0,1.25,Tata,Indica,West
2015,73000,Diesel,Manual,First,22.7,1598,118.0,5.0,8.25,Maruti,SX4,South
2008,65000,Petrol,Manual,First,16.1,1298,88.2,5.0,2.71,Maruti,Swift,West
2016,32000,Petrol,Manual,First,19.1,1197,82.0,5.0,3.6,Hyundai,Xcent,East
2010,65000,Petrol,Manual,First,18.5,1197,80.0,5.0,3.0,Hyundai,i20,West
2016,21600,Petrol,Automatic,First,23.1,998,67.04,5.0,4.65,Maruti,Celerio,South
2010,39000,Diesel,Automatic,First,14.84,2143,170.0,5.0,9.5,Mercedes-Benz,New,West
2011,58075,Petrol,Manual,First,17.5,1298,85.8,5.0,2.95,Maruti,Swift,West
2011,58000,Petrol,Manual,First,15.04,1598,103.6,5.0,3.0,Volkswagen,Vento,West
2015,58000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.95,Maruti,Swift,South
2008,89000,Petrol,Automatic,First,14.53,1798,138.1,5.0,4.0,Toyota,Corolla,North
2008,72000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.5,Honda,Civic,North
2017,1800,Petrol,Automatic,First,16.05,1499,110.4,5.0,11.37,Ford,EcoSport,East
2010,172050,Diesel,Manual,Second,19.0,1248,93.0,5.0,2.25,Fiat,Linea,West
2013,46230,Petrol,Manual,First,19.81,1086,68.05,5.0,3.1,Hyundai,i10,North
2014,86925,Diesel,Automatic,First,11.2,2400,215.0,5.0,17.18,Volvo,XC60,South
2018,5000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.5,Hyundai,i20,North
2014,66000,Diesel,Manual,First,26.0,1498,98.6,5.0,5.7,Honda,City,West
2013,119000,Diesel,Manual,First,12.99,2494,100.0,8.0,8.0,Toyota,Innova,West
2016,45000,Petrol,Manual,First,25.17,799,53.3,5.0,2.6,Renault,KWID,South
2009,66149,Petrol,Manual,First,19.0,998,66.1,5.0,2.45,Maruti,A-Star,South
2014,42070,Petrol,Automatic,First,14.8,1595,120.7,5.0,11.57,Mercedes-Benz,B,South
2012,35503,Petrol,Manual,First,18.9,998,67.1,5.0,2.3,Maruti,WagonR,East
2016,41460,Diesel,Manual,First,25.2,1248,74.0,5.0,5.9,Maruti,Swift,North
2015,40600,Petrol,Automatic,First,17.0,1591,121.3,5.0,7.2,Hyundai,Verna,West
2013,87000,Diesel,Automatic,First,22.0,1582,126.2,5.0,5.9,Hyundai,Verna,West
2014,30000,Petrol,Manual,Second,16.8,1497,116.3,5.0,6.0,Honda,City,South
2010,27089,Petrol,Manual,First,16.0,1086,66.7,5.0,1.95,Hyundai,i10,East
2016,53702,Diesel,Manual,First,23.59,1364,67.04,5.0,6.55,Toyota,Etios,South
2015,51000,Diesel,Automatic,First,27.03,1969,190.0,5.0,25.0,Volvo,S60,South
2012,36542,Diesel,Manual,First,20.0,1399,68.05,5.0,2.65,Ford,Figo,East
2017,15000,Diesel,Automatic,First,13.0,2987,265.0,5.0,69.5,Mercedes-Benz,E-Class,West
2012,65000,Diesel,Automatic,First,22.69,1995,190.0,5.0,14.0,BMW,3,South
2014,32000,Petrol,Manual,Second,22.74,796,47.3,5.0,2.1,Maruti,Alto,West
2017,24393,Diesel,Manual,First,13.68,2393,147.8,7.0,20.4,Toyota,Innova,South
2019,1000,Petrol,Manual,First,18.78,999,75.0,5.0,5.68,Volkswagen,Polo,South
2014,28238,Petrol,Manual,First,13.24,1598,102.5,5.0,5.55,Nissan,Terrano,West
2013,59000,Diesel,Manual,First,13.5,2477,175.56,7.0,12.75,Mitsubishi,Pajero,West
2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5.0,3.35,Honda,Civic,West
2013,56840,Petrol,Manual,First,22.74,796,47.3,5.0,1.55,Maruti,Alto,East
2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5.0,5.9,Volkswagen,Vento,South
2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5.0,18.98,Land,Rover,South
2014,24000,Petrol,Manual,First,13.7,1997,153.86,5.0,11.51,Honda,CR-V,West
2016,54000,Diesel,Manual,First,20.77,1248,88.76,7.0,7.75,Maruti,Ertiga,West
2016,90000,Diesel,Manual,First,12.99,2494,100.6,7.0,13.9,Toyota,Innova,South
2010,40000,Petrol,Manual,First,15.0,1368,90.0,5.0,1.35,Tata,Manza,East
2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7.0,38.0,Audi,Q7,West
2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5.0,11.6,Hyundai,Verna,West
2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5.0,12.25,Volkswagen,Vento,South
2011,52000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.8,Honda,City,North
2014,54000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.25,Ford,Figo,West
2016,15399,Petrol,Manual,First,18.7,1199,88.7,5.0,6.4,Honda,Jazz,West
2012,75000,Petrol,Manual,Second,16.47,1198,73.9,5.0,3.95,Volkswagen,Polo,South
2010,76752,Petrol,Manual,First,17.4,1497,117.3,5.0,3.57,Honda,City,North
2005,56000,Petrol,Manual,Second,17.7,1497,78.0,5.0,1.25,Honda,City,West
2015,70000,CNG,Manual,First,36.68,998,58.2,5.0,3.65,Maruti,WagonR,West
2013,46125,Petrol,Automatic,Second,12.0,2354,187.4,5.0,12.5,Honda,CR-V,East
2014,35000,Diesel,Automatic,Second,18.12,1995,190.0,5.0,23.0,BMW,5,West
2003,80000,Diesel,Manual,Third,12.8,1489,35.5,5.0,1.35,Ambassador,Classic,South
2012,62729,Diesel,Manual,First,12.05,2179,120.0,8.0,6.32,Mahindra,Scorpio,South
2012,34000,Diesel,Manual,First,20.54,1598,103.6,5.0,3.4,Volkswagen,Vento,East
1999,70000,Petrol,Manual,Second,17.3,993,60.0,5.0,0.77,Maruti,Zen,North
2009,32000,Petrol,Manual,First,16.1,796,37.0,4.0,0.9,Maruti,800,North
2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5.0,18.0,Toyota,Corolla,North
2013,49000,Petrol,Automatic,First,14.59,1997,245.0,5.0,19.0,BMW,3,West
2007,40000,Petrol,Manual,Third,13.8,1299,70.0,5.0,1.1,Ford,Ikon,South
2012,78000,Petrol,Manual,Second,18.6,1199,79.4,5.0,2.0,Chevrolet,Beat,West
2012,52000,Diesel,Manual,First,21.43,1364,86.79,5.0,6.5,Toyota,Corolla,West
2014,65213,Diesel,Manual,First,16.0,2179,140.0,7.0,9.45,Mahindra,XUV500,South
2016,170000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai,Xcent,West
2017,36884,Diesel,Automatic,First,13.0,2143,204.0,5.0,32.25,Mercedes-Benz,E-Class,South
2009,62500,Petrol,Manual,First,20.36,1197,78.9,5.0,2.1,Hyundai,i10,West
2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5.0,9.75,Toyota,Corolla,West
2014,40748,Petrol,Manual,First,14.53,1798,138.0,5.0,6.3,Toyota,Corolla,East
2013,60000,Diesel,Automatic,First,17.32,1968,184.0,5.0,21.0,Audi,Q3,South
2014,12400,Diesel,Manual,First,21.9,1396,88.8,5.0,4.65,Hyundai,i20,West
2013,87000,Diesel,Automatic,Second,19.27,2143,167.62,5.0,17.0,Mercedes-Benz,New,West
2013,20248,Diesel,Manual,First,21.1,1248,73.9,5.0,4.35,Maruti,Ritz,West
2017,52383,Diesel,Manual,First,19.67,1582,126.2,5.0,14.82,Hyundai,Creta,South
2018,1000,Diesel,Automatic,First,13.6,1999,177.0,5.0,40.0,Jaguar,XE,North
2016,85000,Diesel,Manual,First,14.95,2489,93.7,7.0,6.15,Mahindra,Xylo,South
2014,47000,Diesel,Manual,First,12.99,2494,100.6,7.0,11.25,Toyota,Innova,West
2018,17585,Petrol,Automatic,First,19.16,2494,157.7,5.0,32.0,Toyota,Camry,West
2018,32496,Diesel,Automatic,First,13.22,2967,241.4,5.0,45.62,Audi,Q5,South
2017,34613,Diesel,Manual,First,28.4,1248,74.0,5.0,6.24,Maruti,Swift,South
2015,153000,Diesel,Manual,First,20.77,1248,88.76,7.0,4.8,Maruti,Ertiga,South
2014,54000,Petrol,Manual,Second,16.1,1197,85.0,5.0,4.5,Maruti,Swift,South
2015,16900,Petrol,Manual,First,20.36,1197,78.9,5.0,3.87,Hyundai,i10,South
2013,62334,Petrol,Manual,First,20.36,1197,78.9,5.0,2.75,Hyundai,i10,North
2018,23714,Petrol,Manual,First,21.4,1197,83.1,5.0,6.57,Maruti,Baleno,South
2010,52325,Petrol,Manual,First,16.36,1495,93.7,5.0,2.0,Hyundai,Accent,North
2012,50000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.65,Honda,Brio,West
2016,55746,Diesel,Manual,First,22.9,1248,74.0,5.0,6.95,Maruti,Swift,South
2014,54000,Petrol,Manual,First,20.14,1197,81.86,5.0,5.5,Hyundai,Xcent,South
2013,43000,Diesel,Manual,First,16.0,2179,140.0,7.0,7.0,Mahindra,XUV500,East
2014,40000,Diesel,Automatic,First,13.0,2143,201.1,5.0,24.0,Mercedes-Benz,E-Class,North
2010,125000,Diesel,Automatic,Second,0.0,2179,115.0,5.0,11.0,Land,Rover,South
2016,51944,Diesel,Automatic,First,19.27,2143,170.0,5.0,32.5,Mercedes-Benz,New,South
2015,46950,Diesel,Manual,First,21.27,1396,88.76,5.0,6.45,Hyundai,i20,South
2015,23000,Diesel,Automatic,First,19.3,1968,141.0,5.0,15.75,Skoda,Octavia,West
2014,54546,Petrol,Manual,First,17.0,1497,118.0,5.0,5.5,Honda,City,West
2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7.0,19.03,Toyota,Fortuner,South
2013,45000,Diesel,Automatic,First,17.32,1968,184.0,5.0,15.25,Audi,Q3,East
2012,46004,Petrol,Manual,First,20.92,998,67.1,5.0,2.4,Maruti,Alto,South
2011,124000,Diesel,Manual,First,23.03,1396,69.0,5.0,2.3,Tata,Indigo,South
2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5.0,14.35,Audi,A4,South
2018,10600,CNG,Manual,First,46.815999999999995,796,40.3,4.0,3.5,Maruti,Alto,West
2018,22974,Petrol,Automatic,First,18.0,1497,117.3,5.0,11.97,Honda,City,South
2015,65012,Diesel,Manual,First,14.24,2755,174.5,7.0,18.9,Toyota,Fortuner,West
2017,17125,Petrol,Manual,First,18.9,1197,82.0,5.0,5.4,Hyundai,Grand,West
2015,90413,Petrol,Manual,First,15.1,1196,73.0,7.0,2.95,Maruti,Eeco,South
2013,37000,Petrol,Manual,First,16.47,1198,73.9,5.0,5.1,Volkswagen,Polo,South
2006,65000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.5,Maruti,WagonR,North
2011,66000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.9,Honda,City,South
2010,86000,Petrol,Manual,First,14.8,1799,130.2,5.0,2.9,Honda,Civic,West
2005,98437,Petrol,Manual,First,13.0,1493,100.0,5.0,1.15,Honda,City,West
2010,18000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.3,Hyundai,i20,East
2018,35070,Diesel,Manual,First,24.0,1120,70.0,5.0,5.99,Hyundai,Grand,South
2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5.0,3.4,Volkswagen,Vento,West
2009,40000,Petrol,Manual,First,20.36,1197,78.9,5.0,1.7,Hyundai,i10,East
2009,43000,Petrol,Manual,First,17.0,1197,80.0,5.0,1.99,Hyundai,i20,East
2012,65000,Petrol,Manual,First,18.6,1199,79.4,5.0,2.5,Chevrolet,Beat,West
2013,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.85,Volkswagen,Polo,South
2010,51192,Petrol,Manual,First,15.6,1196,70.0,5.0,2.65,Ford,Figo,South
2014,14262,Petrol,Automatic,First,9.9,1984,207.8,2.0,27.35,Audi,TT,South
2015,66339,Diesel,Manual,Second,25.1,1498,98.6,5.0,6.9,Honda,City,North
2013,90200,Diesel,Manual,First,20.0,1399,68.05,5.0,3.5,Ford,Figo,South
2015,57854,Diesel,Manual,First,12.99,2494,100.6,7.0,12.5,Toyota,Innova,North
2017,32000,Petrol,Automatic,First,19.12,1373,91.1,5.0,9.2,Maruti,Ciaz,North
2015,29631,Petrol,Automatic,First,18.9,1197,82.0,5.0,4.9,Hyundai,Grand,West
2014,54173,Petrol,Manual,First,18.88,999,123.24,5.0,5.55,Ford,EcoSport,South
2014,50000,Petrol,Automatic,First,14.7,1798,177.6,5.0,13.5,Skoda,Octavia,West
2010,145000,Diesel,Manual,First,20.4,1248,91.7,5.0,2.6,Fiat,Linea,East
2015,78000,Petrol,Manual,First,16.1,1298,88.2,5.0,4.5,Maruti,Swift,North
2013,65000,Diesel,Automatic,Second,11.8,2993,180.0,7.0,34.0,Land,Rover,North
2012,120000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.0,Toyota,Innova,South
2015,14000,Diesel,Manual,First,28.4,1248,74.0,5.0,5.25,Maruti,Swift,West
2014,57456,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.56,Audi,A6,South
2012,44450,Diesel,Automatic,First,22.48,1995,190.0,5.0,24.68,BMW,5,South
2013,63777,Petrol,Manual,First,18.5,1197,82.9,5.0,3.67,Hyundai,i20,North
2016,31000,Diesel,Automatic,First,17.05,1995,190.0,5.0,29.5,BMW,X1,West
2012,60000,Petrol,Manual,First,17.6,1496,88.73,5.0,3.1,Toyota,Etios,North
2015,78008,Diesel,Manual,First,17.0,1405,70.0,5.0,2.9,Tata,Indigo,West
2014,33000,Diesel,Automatic,Second,0.0,2987,165.0,5.0,43.0,Mercedes-Benz,M-Class,South
2009,27078,Petrol,Automatic,First,10.98,1984,114.4,4.0,15.95,Volkswagen,Beetle,West
2011,57275,Diesel,Manual,First,19.7,1598,103.6,5.0,4.5,Volkswagen,Polo,South
2014,45000,Diesel,Manual,First,24.0,1120,70.0,5.0,3.49,Hyundai,Grand,North
2014,57319,Diesel,Manual,First,25.2,1248,74.0,5.0,4.25,Maruti,Swift,North
2008,121097,Diesel,Manual,Second,24.0,1396,88.76,5.0,1.9,Hyundai,Verna,South
2011,89000,Diesel,Automatic,First,16.73,1995,218.0,5.0,16.57,BMW,5,West
2012,72000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.75,Honda,City,South
2013,36000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,14.0,Audi,A4,North
2013,86000,Diesel,Manual,Second,19.5,1248,75.0,5.0,2.5,Fiat,Linea,North
2002,85000,Petrol,Manual,First,13.0,1343,90.0,5.0,1.2,Honda,City,West
2013,37613,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.95,BMW,3,South
2007,100000,Petrol,Manual,First,16.6,1388,68.0,5.0,1.6,Ford,Fiesta,South
2016,5240,Petrol,Automatic,First,21.9,624,37.48,4.0,3.6,Tata,Nano,South
2018,20000,CNG,Manual,First,21.139999999999997,1196,73.0,5.0,4.5,Maruti,Eeco,West
2019,16862,Petrol,Manual,First,20.89,1197,81.8,5.0,6.06,Maruti,Ignis,South
2013,59254,Petrol,Manual,Second,17.5,1298,85.8,5.0,5.29,Maruti,Swift,South
2014,60000,Diesel,Manual,First,22.7,1498,89.84,5.0,5.75,Ford,Ecosport,North
2014,47674,Petrol,Manual,First,19.1,1197,85.8,5.0,5.72,Maruti,Swift,South
2014,61517,Petrol,Automatic,First,16.95,1197,78.9,5.0,4.39,Hyundai,i10,South
2016,62946,Diesel,Manual,First,15.1,2179,140.0,7.0,11.05,Mahindra,XUV500,South
2015,66823,Diesel,Manual,Second,22.54,1396,88.73,5.0,4.83,Hyundai,i20,North
2013,79494,CNG,Manual,First,46.955999999999996,998,67.04,5.0,2.96,Maruti,WagonR,West
2012,107000,Diesel,Manual,Second,21.27,1396,88.76,5.0,4.5,Hyundai,i20,South
2011,55000,Diesel,Automatic,Second,16.46,2993,258.0,5.0,19.5,BMW,7,West
